PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,IsAlone,TotalSpend,HasAnySpending,CabinDeck,CabinNum,CabinSide,SpendPerPerson,SpendingDiversity,MaxSpendCategory,SpendingVariance,log_RoomService,log_FoodCourt,log_ShoppingMall,log_Spa,log_VRDeck,log_TotalSpend,AgeGroup,IsMinor,IsElderly,AgeDeviation,IsOldestInGroup,IsYoungestInGroup,CabinRegion,DeckSide,Journey,CryoSpend,VIPSpend,CryoAge,VIPAge,AloneSpend,HomePlanet_freq,Destination_freq,CabinDeck_freq,CabinSide_freq,MaxSpendCategory_freq,Journey_freq,HomePlanet_target_encoded,Destination_target_encoded,CabinDeck_target_encoded,MaxSpendCategory_target_encoded,Age_squared,TotalSpend_squared,GroupSize_squared,AgeGroupSizeRatio,SpendAgeRatio,Age_was_missing,Cabin_was_missing,HomePlanet_was_missing,Destination_was_missing,CryoSleep_was_missing,VIP_was_missing,RoomService_was_missing,FoodCourt_was_missing,ShoppingMall_was_missing,Spa_was_missing,VRDeck_was_missing
1295_01,1,0,0,19.0,0,68.0,0.0,0.0,719.0,0.0,0.0,1,1,787.0,1,1,926.0,1,787.0,2,1,99427.8,4.23410650459726,0.0,0.0,6.579251212010101,0.0,6.669498089857879,1,0,0,0.0,1,1,4,1,1,0.0,0.0,0.0,0.0,787.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.5141094834232846,0.10994602929838088,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.1088458404683895,361.0,619369.0,1,9.5,39.35,0,1,0,0,1,0,0,0,0,0,0
1299_01,1,0,0,22.0,0,0.0,0.0,675.0,5.0,0.0,1.0,1,1,680.0,1,1,250.0,1,680.0,2,3,90792.5,0.0,0.0,6.516193076042964,1.791759469228055,0.0,6.523562306149512,1,0,0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,680.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.5141094834232846,0.1056283731688512,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.511690928021182,484.0,462400.0,1,11.0,29.565217391304348,0,0,0,0,0,0,0,0,0,0,0
1300_01,1,0,2,27.0,0,1.0,299.0,1.0,380.0,13.0,0.0,1,1,694.0,1,1,251.0,1,694.0,5,1,34411.200000000004,0.6931471805599453,5.703782474656201,0.6931471805599453,5.942799375126701,2.6390573296152584,6.543911845564792,3,0,0,0.0,1,1,1,1,6,0.0,0.0,0.0,0.0,694.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.5141094834232846,0.10994602929838088,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.1088458404683895,729.0,481636.0,1,13.5,24.785714285714285,0,0,0,0,0,0,0,0,0,0,0
1302_01,2,0,2,22.0,0,218.0,50.0,4817.0,146.0,256.0,1.0,1,1,5487.0,1,5,45.0,1,5487.0,5,3,4329732.800000001,5.389071729816501,3.9318256327243257,8.480114183174816,4.990432586778736,5.54907608489522,8.610319169405722,1,0,0,0.0,1,1,0,10,5,0.0,0.0,0.0,0.0,5487.0,0.2069390902081727,0.20362374710871242,0.05551272166538165,0.5141094834232846,0.1056283731688512,0.02266769468003084,0.522914774478234,0.6094122851116,0.4345004837131063,0.511690928021182,484.0,30107169.0,1,11.0,238.56521739130434,0,0,0,0,0,0,0,0,0,0,0
1304_01,1,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0,4,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,8.67,0,1,0,13,6,0.0,0.0,2.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.1063993831919815,0.4858905165767155,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.3640695948559002,0.6322105754216758,4.0,0.0,36,0.2857142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0
1304_02,1,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,6.67,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,16.0,0.0,36,0.5714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0
1304_03,1,0,0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.6699999999999999,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,100.0,0.0,36,1.4285714285714286,0.0,0,0,0,0,0,0,0,0,1,0,0
1304_04,1,0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0,4,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,1.67,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,81.0,0.0,36,1.2857142857142858,0.0,0,0,0,0,0,0,0,0,0,0,0
1304_05,1,1,0,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,0,4,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.33,1,0,0,13,1,0.0,0.0,37.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,1369.0,0.0,36,5.285714285714286,0.0,0,0,0,0,0,0,0,0,0,0,0
1304_06,1,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0,4,82.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,8.67,0,1,0,13,2,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.09128758673862761,0.1063993831919815,0.4858905165767155,0.5533538936006168,0.08388589051657672,0.4278072379081645,0.5037670422481338,0.3640695948559002,0.6322105754216758,4.0,0.0,36,0.2857142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0
1306_01,0,0,0,44.0,0,0.0,3863.0,1.0,1010.0,514.0,1.0,2,0,5388.0,1,0,56.0,1,2694.0,4,2,2600239.3,0.0,8.259458195332408,0.6931471805599453,6.918695219020472,6.244166900663736,8.592115117933497,0,0,0,16.5,1,0,0,11,0,0.0,0.0,0.0,0.0,0.0,0.2415574402467232,0.70508866615266,0.09406322282189669,0.5141094834232846,0.12814186584425596,0.13831919814957594,0.6581206146903298,0.47225089832192496,0.7259249835905833,0.5851385071382942,1936.0,29030544.0,4,14.666666666666666,119.73333333333333,0,0,0,0,0,0,0,0,0,0,0
1306_02,0,0,2,11.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0.0,0,0,56.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,16.5,0,1,0,11,3,0.0,0.0,0.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.09406322282189669,0.5141094834232846,0.5533538936006168,0.10100231303006939,0.6581206146903298,0.6094122851116,0.7259249835905833,0.6322105754216758,121.0,0.0,4,3.6666666666666665,0.0,0,0,0,0,0,0,0,0,0,0,0
1307_01,1,1,0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,3,193.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1,1,5,1,0.0,0.0,22.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,484.0,0.0,1,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1308_01,0,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0.0,0,0,166.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.75,1,0,0,11,3,0.0,0.0,40.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.09406322282189669,0.5141094834232846,0.5533538936006168,0.10100231303006939,0.6581206146903298,0.6094122851116,0.7259249835905833,0.6322105754216758,1600.0,0.0,16,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0
1308_02,0,0,2,30.0,0,278.0,3300.0,0.0,8145.0,2519.0,0.0,4,0,14242.0,1,4,94.0,1,3560.5,4,1,10771689.3,5.631211781821365,8.101980731853192,0.0,9.005282288208358,7.832014180505469,9.564020836934587,3,0,0,3.25,0,0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.1063993831919815,0.5141094834232846,0.10994602929838088,0.10100231303006939,0.6581206146903298,0.6094122851116,0.3640695948559002,0.1088458404683895,900.0,202834564.0,16,6.0,459.4193548387097,0,0,0,0,0,0,0,0,0,0,0
1308_03,0,0,2,37.0,0,0.0,439.0,0.0,3198.0,6.0,0.0,4,0,3643.0,1,4,94.0,1,910.75,3,1,1941417.8,0.0,6.0867747269123065,0.0,8.070593539949519,1.9459101490553132,8.200837258379849,0,0,0,3.75,0,0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.1063993831919815,0.5141094834232846,0.10994602929838088,0.10100231303006939,0.6581206146903298,0.6094122851116,0.3640695948559002,0.1088458404683895,1369.0,13271449.0,16,7.4,95.86842105263158,0,0,0,0,0,0,0,0,0,0,0
1308_04,0,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0.0,0,4,94.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,7.25,0,1,0,6,3,0.0,0.0,26.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.10100231303006939,0.6581206146903298,0.6094122851116,0.3640695948559002,0.6322105754216758,676.0,0.0,16,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0
1309_01,1,0,0,19.0,0,0.0,4.0,109.0,0.0,671.0,1.0,1,1,784.0,1,1,264.0,0,784.0,3,4,84801.70000000003,0.0,1.6094379124341003,4.700480365792417,0.0,6.51025834052315,6.665683717782408,1,0,0,0.0,1,1,1,3,1,0.0,0.0,0.0,0.0,784.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.4858905165767155,0.10292983808789515,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.12907256513014,361.0,614656.0,1,9.5,39.2,0,0,0,0,0,0,0,0,0,0,0
1310_01,0,0,0,57.0,0,0.0,987.0,1.0,4948.0,53.0,0.0,1,1,5989.0,1,6,52.0,1,5989.0,4,1,4571514.699999999,0.0,6.895682697747868,0.6931471805599453,8.506940814951886,3.9889840465642745,8.697846691109495,2,0,0,0.0,1,1,0,8,0,0.0,0.0,0.0,0.0,5989.0,0.2415574402467232,0.70508866615266,0.08496530454895913,0.5141094834232846,0.10994602929838088,0.13831919814957594,0.6581206146903298,0.47225089832192496,0.6777229009933895,0.1088458404683895,3249.0,35868121.0,1,28.5,103.25862068965517,0,0,0,0,0,0,0,0,0,0,0
1311_01,2,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0,1,265.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,13.67,0,1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,1.0,0.0,9,0.25,0.0,0,0,0,1,0,0,0,0,0,0,0
1311_02,2,0,0,17.0,0,948.0,47.0,292.0,0.0,0.0,0.0,3,0,1287.0,1,1,265.0,0,429.0,3,0,163725.8,6.855408798609928,3.871201010907891,5.680172609017068,0.0,0.0,7.160845906664299,4,1,0,2.33,0,0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,289.0,1656369.0,9,4.25,71.5,0,0,0,0,0,0,0,0,0,0,0
1311_03,2,0,0,26.0,0,1946.0,4.0,4.0,0.0,623.0,0.0,3,0,2577.0,1,5,43.0,0,859.0,4,0,711722.7999999998,7.5740450053721995,1.6094379124341003,1.6094379124341003,0.0,6.436150368369428,7.8547691834991324,3,0,0,11.33,1,0,0,7,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.05551272166538165,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4345004837131063,0.6322105754216758,676.0,6640929.0,9,6.5,95.44444444444444,0,0,0,0,0,0,0,0,0,0,0
1312_01,1,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,3,194.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1,1,5,6,0.0,0.0,21.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.5161682507014387,0.6322105754216758,441.0,0.0,1,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1316_01,0,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0.0,0,4,95.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,4.0,0,1,0,6,0,0.0,0.0,28.0,0.0,0.0,0.2415574402467232,0.70508866615266,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.13831919814957594,0.6581206146903298,0.47225089832192496,0.3640695948559002,0.6322105754216758,784.0,0.0,4,9.333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0
1316_02,0,0,2,36.0,0,0.0,847.0,0.0,4664.0,89.0,0.0,2,0,5600.0,1,4,95.0,1,2800.0,3,1,4051556.5,0.0,6.742880635791903,0.0,8.447843113281444,4.499809670330265,8.630700432209832,0,0,0,4.0,1,0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.2415574402467232,0.20362374710871242,0.1063993831919815,0.5141094834232846,0.10994602929838088,0.10100231303006939,0.6581206146903298,0.6094122851116,0.3640695948559002,0.1088458404683895,1296.0,31360000.0,4,12.0,151.35135135135135,0,0,0,0,0,0,0,0,1,0,0
1317_01,2,0,0,25.0,0,2508.0,0.0,23.0,0.0,67.0,0.0,1,1,2598.0,1,1,266.0,0,2598.0,3,0,1236290.3,7.827639546366422,0.0,3.1780538303479458,0.0,4.219507705176107,7.8628820346414905,1,0,0,0.0,1,1,1,3,4,0.0,0.0,0.0,0.0,2598.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,625.0,6749604.0,1,12.5,99.92307692307692,0,0,0,0,0,0,0,0,0,0,0
1322_01,1,1,0,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,3,196.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,1,5,1,0.0,0.0,40.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,1600.0,0.0,1,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1323_01,1,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,1,267.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1,1,3,6,0.0,0.0,23.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.4858905165767155,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.6322105754216758,529.0,0.0,1,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1324_01,1,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0,3,199.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,16.33,0,1,1,4,6,0.0,0.0,2.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.5161682507014387,0.6322105754216758,4.0,0.0,9,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1324_02,1,0,2,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0,3,199.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,8.329999999999998,0,0,1,4,6,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.20362374710871242,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.5161682507014387,0.6322105754216758,100.0,0.0,9,2.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1324_03,1,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0,3,199.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.67,1,0,1,4,1,0.0,0.0,43.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,1849.0,0.0,9,10.75,0.0,0,0,0,0,0,0,0,0,0,0,0
1325_01,1,1,0,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0,4,97.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0,6,1,0.0,0.0,22.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,484.0,0.0,9,5.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1325_02,1,0,0,24.0,0,70.0,160.0,340.0,0.0,336.0,0.0,3,0,906.0,1,4,97.0,1,302.0,4,3,23707.2,4.2626798770413155,5.081404364984463,5.831882477283517,0.0,5.820082930352362,6.810142450115136,1,0,0,2.0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.1056283731688512,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.511690928021182,576.0,820836.0,9,6.0,36.24,0,0,0,0,0,0,0,0,0,0,0
1325_03,1,1,0,42.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0,4,97.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,1,0,0,6,1,0.0,0.0,42.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.6322105754216758,1764.0,0.0,9,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1326_01,2,0,0,30.0,0,1450.0,0.0,0.0,0.0,1147.0,0.0,2,0,2597.0,1,1,257.0,1,1298.5,2,0,517306.8,7.280008252884188,0.0,0.0,0.0,7.045776576879511,7.862497197230545,3,0,0,5.5,1,0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.5141094834232846,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,900.0,6744409.0,4,10.0,83.7741935483871,0,0,0,0,0,0,0,0,1,0,0
1326_02,2,0,0,19.0,0,1507.0,0.0,260.0,0.0,0.0,0.0,2,0,1767.0,1,1,257.0,1,883.5,2,0,428547.8,7.318539548567902,0.0,5.564520407322694,0.0,0.0,7.477604243197589,1,0,0,5.5,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.3393986121819584,0.5141094834232846,0.5533538936006168,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4392551587098093,0.6322105754216758,361.0,3122289.0,4,6.333333333333333,88.35,0,0,0,0,0,0,0,0,0,0,0
1328_01,1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,3,198.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1,1,1,5,1,0.0,0.0,26.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,676.0,0.0,1,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1330_01,2,0,0,47.0,0,405.0,0.0,193.0,458.0,0.0,0.0,2,0,1056.0,1,5,46.0,1,528.0,3,1,47002.700000000004,6.0063531596017325,0.0,5.267858159063328,6.129050210060545,0.0,6.963189985870238,0,0,0,9.5,1,0,0,10,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.05551272166538165,0.5141094834232846,0.10994602929838088,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4345004837131063,0.1088458404683895,2209.0,1115136.0,4,15.666666666666666,22.0,0,0,0,0,0,0,0,0,0,0,0
1330_02,2,0,0,28.0,0,120.0,8.0,1128.0,1.0,7.0,1.0,2,0,1264.0,1,5,46.0,1,632.0,5,3,241839.7,4.795790545596741,2.1972245773362196,7.029087564149662,0.6931471805599453,2.0794415416798357,7.142827401161621,3,0,0,9.5,0,1,0,10,4,0.0,0.0,0.0,0.0,0.0,0.2069390902081727,0.70508866615266,0.05551272166538165,0.5141094834232846,0.1056283731688512,0.17910562837316885,0.522914774478234,0.47225089832192496,0.4345004837131063,0.511690928021182,784.0,1597696.0,4,9.333333333333334,43.58620689655172,0,0,0,0,0,0,0,0,0,0,0
1331_01,1,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,3,200.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1,1,4,2,0.0,0.0,24.0,0.0,0.0,0.5515034695451041,0.09128758673862761,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.08388589051657672,0.4278072379081645,0.5037670422481338,0.5161682507014387,0.6322105754216758,576.0,0.0,1,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1332_01,1,0,0,29.0,0,28.0,0.0,561.0,203.0,0.0,0.0,1,1,792.0,1,4,98.0,1,792.0,3,3,57815.3,3.367295829986474,0.0,6.331501849893691,5.318119993844216,0.0,6.675823221634848,3,0,0,0.0,1,1,0,6,1,0.0,0.0,0.0,0.0,792.0,0.5515034695451041,0.70508866615266,0.1063993831919815,0.5141094834232846,0.1056283731688512,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.3640695948559002,0.511690928021182,841.0,627264.0,1,14.5,26.4,0,0,0,0,0,0,0,0,0,0,0
1333_01,1,0,1,32.0,0,0.0,486.0,0.0,229.0,26.0,0.0,1,1,741.0,1,1,269.0,0,741.0,3,2,44874.200000000004,0.0,6.18826412308259,0.0,5.438079308923196,3.295836866004329,6.60934924316738,3,0,0,0.0,1,1,1,3,2,0.0,0.0,0.0,0.0,741.0,0.5515034695451041,0.09128758673862761,0.3393986121819584,0.4858905165767155,0.12814186584425596,0.08388589051657672,0.4278072379081645,0.5037670422481338,0.4392551587098093,0.5851385071382942,1024.0,549081.0,1,16.0,22.454545454545453,0,0,0,0,0,0,0,0,0,0,0
1335_01,1,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,3,199.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,1,5,1,0.0,0.0,44.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,1936.0,0.0,1,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1336_01,1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,3,201.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,1,1,4,1,0.0,0.0,17.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,289.0,0.0,1,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1337_01,1,0,2,35.0,0,775.0,14.0,0.0,610.0,4.0,0.0,1,1,1403.0,1,1,258.0,1,1403.0,4,0,144813.80000000002,6.654152520183219,2.70805020110221,0.0,6.415096959171596,1.6094379124341003,7.247080584585756,3,0,0,0.0,1,1,1,1,6,0.0,0.0,0.0,0.0,1403.0,0.5515034695451041,0.20362374710871242,0.3393986121819584,0.5141094834232846,0.5533538936006168,0.07995373939861218,0.4278072379081645,0.6094122851116,0.4392551587098093,0.6322105754216758,1225.0,1968409.0,1,17.5,38.97222222222222,0,0,0,0,1,0,0,0,0,0,0
1340_01,1,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,3,203.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,1,1,4,1,0.0,0.0,23.0,0.0,0.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.6322105754216758,529.0,0.0,1,11.5,0.0,0,0,0,0,0,0,0,0,0,0,0
1342_01,1,0,0,34.0,0,0.0,118.0,5.0,0.0,761.0,0.0,1,1,884.0,1,3,200.0,0,884.0,3,4,109194.70000000003,0.0,4.77912349311153,1.791759469228055,0.0,6.635946555686647,6.785587645007929,3,0,0,0.0,1,1,1,5,1,0.0,0.0,0.0,0.0,884.0,0.5515034695451041,0.70508866615266,0.29151888974556667,0.4858905165767155,0.10292983808789515,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.5161682507014387,0.12907256513014,1156.0,781456.0,1,17.0,25.257142857142856,0,0,0,0,0,0,0,0,0,0,0
1345_01,1,0,0,25.0,0,1174.0,0.0,18.0,721.0,0.0,0.0,1,1,1913.0,1,1,260.0,1,1913.0,3,0,291631.8,7.069023426578259,0.0,2.9444389791664403,6.582025138892826,0.0,7.5569505720129,1,0,0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,1913.0,0.5515034695451041,0.70508866615266,0.3393986121819584,0.5141094834232846,0.5533538936006168,0.3876638396299152,0.4278072379081645,0.47225089832192496,0.4392551587098093,0.6322105754216758,625.0,3659569.0,1,12.5,73.57692307692308,0,0,0,0,0,0,0,0,0,0,0
