PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,CabinNum,Side,Age_missing,RoomService_missing,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing
2685_01,Earth,False,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,False,G,435,P,0,0,0,0,0,0
2687_01,Earth,False,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,True,F,556,P,0,0,0,0,0,0
2688_01,Unknown,False,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,False,F,557,P,0,0,0,0,0,0
2690_01,Earth,False,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,True,E,185,S,0,0,0,0,0,0
2691_01,Earth,False,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,False,F,558,P,0,0,0,0,0,0
2692_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,False,Unknown,0,Unknown,0,0,0,0,0,0
2693_01,Europa,False,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,False,A,22,P,0,0,0,0,0,0
2693_02,Europa,False,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,False,A,22,P,0,0,0,0,0,0
2693_03,Europa,False,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,False,A,22,P,0,0,0,0,0,0
2693_04,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,A,22,P,1,0,0,0,0,0
2695_01,Mars,False,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,False,E,186,S,0,0,0,0,0,0
2697_01,Mars,False,TRAPPIST-1e,27.0,False,1893.0,487.0,4.0,0.0,0.0,False,D,91,S,0,0,0,0,0,0
2698_01,Europa,False,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,False,C,94,P,0,0,0,0,0,0
2700_01,Earth,False,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,False,F,520,S,0,0,0,0,0,0
2701_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,428,S,0,0,0,0,0,0
2702_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,437,P,0,0,0,0,0,0
2703_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,False,G,429,S,0,0,0,0,0,0
2704_01,Earth,False,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,False,F,521,S,0,0,0,0,0,0
2706_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,B,102,S,0,0,0,0,0,0
2707_01,Europa,False,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,True,B,103,S,0,0,0,0,0,0
2707_02,Europa,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,B,103,S,0,0,0,0,0,0
2708_01,Earth,False,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,True,F,522,S,0,0,0,0,0,0
2709_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,523,S,0,0,0,0,0,0
2709_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,523,S,0,0,0,0,0,0
2709_03,Mars,False,Unknown,33.0,False,361.0,0.0,381.0,1622.0,0.0,False,F,523,S,0,0,0,0,0,0
2709_04,Mars,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,F,523,S,0,0,0,0,0,0
2712_01,Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,B,105,S,0,0,0,0,0,0
2713_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,G,438,P,0,0,0,0,0,0
2714_01,Earth,False,55 Cancri e,59.0,False,269.0,1776.0,0.0,0.0,12.0,False,F,561,P,0,0,0,0,0,0
2717_01,Earth,False,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,False,G,431,S,0,0,0,0,0,0
2718_01,Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,True,B,106,S,0,0,0,0,0,0
2720_01,Earth,False,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,False,G,439,P,0,0,0,0,0,0
2720_02,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,439,P,0,0,0,0,0,0
2720_03,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,G,439,P,0,0,0,0,0,0
2721_01,Earth,False,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,False,F,563,P,0,0,0,0,0,0
2722_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,D,93,S,0,0,0,0,0,0
2723_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,99,S,0,0,0,0,0,0
2723_02,Europa,False,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,True,C,99,S,0,0,0,0,0,0
2724_01,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,564,P,0,0,0,0,0,0
2724_02,Mars,False,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,False,F,564,P,0,0,0,0,0,0
2725_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,False,F,565,P,0,0,0,0,0,0
2726_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,G,440,P,0,0,0,0,0,0
2727_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,False,F,525,S,0,0,0,0,0,0
2729_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,432,S,0,0,0,0,0,0
2730_01,Unknown,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,G,433,S,0,0,0,0,0,0
2730_02,Earth,False,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,False,F,527,S,0,0,0,0,0,0
2730_03,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,433,S,0,0,1,0,0,0
2732_01,Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,G,435,S,0,0,0,0,0,0
2732_02,Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,G,435,S,0,0,0,0,0,0
2734_01,Mars,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,F,567,P,0,0,0,0,0,0
2736_01,Mars,False,TRAPPIST-1e,27.0,True,1709.0,4.0,24.0,0.0,0.0,False,D,81,P,0,0,0,0,0,0
2737_01,Europa,False,55 Cancri e,45.0,False,0.0,726.0,0.0,281.0,1257.0,True,C,100,S,0,0,0,0,0,0
2737_02,Europa,False,TRAPPIST-1e,26.0,False,2381.0,1772.0,0.0,0.0,2618.0,False,C,100,S,0,0,0,0,0,0
2738_01,Mars,False,TRAPPIST-1e,29.0,False,1049.0,0.0,0.0,0.0,0.0,False,E,187,S,0,0,0,0,0,0
2739_01,Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,True,G,442,P,0,0,0,0,1,0
2740_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,143.0,0.0,254.0,107.0,True,E,163,P,0,0,0,0,0,0
2741_01,Mars,False,TRAPPIST-1e,43.0,False,471.0,0.0,133.0,2.0,692.0,False,E,164,P,0,0,0,0,0,0
2743_01,Earth,False,TRAPPIST-1e,15.0,False,746.0,0.0,2.0,0.0,11.0,False,F,528,S,0,0,0,0,0,0
2745_01,Mars,False,Unknown,31.0,False,1511.0,0.0,310.0,0.0,0.0,False,F,568,P,0,0,0,0,0,0
2746_01,Mars,False,TRAPPIST-1e,52.0,False,758.0,0.0,356.0,5.0,0.0,False,F,569,P,0,0,0,0,0,0
2747_01,Mars,False,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,True,F,570,P,0,0,0,0,0,0
2748_01,Earth,False,55 Cancri e,29.0,False,143.0,548.0,0.0,0.0,0.0,True,F,529,S,0,0,0,0,0,0
2750_01,Earth,False,TRAPPIST-1e,18.0,False,600.0,0.0,0.0,179.0,11.0,True,F,571,P,0,0,0,0,0,0
2751_01,Mars,True,Unknown,41.0,False,0.0,0.0,0.0,0.0,0.0,True,F,530,S,0,0,0,0,0,0
2752_01,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,G,444,P,0,0,0,0,0,0
2752_02,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False,G,444,P,1,0,0,0,0,0
2752_03,Earth,False,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,True,E,165,P,0,0,0,0,0,0
2753_01,Earth,False,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,False,E,188,S,0,0,0,0,0,0
2754_01,Earth,False,TRAPPIST-1e,13.0,False,911.0,1.0,0.0,74.0,0.0,False,E,166,P,0,0,0,0,0,0
2755_01,Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,B,85,P,0,0,0,0,0,0
2756_01,Mars,False,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,False,F,572,P,0,0,0,0,0,0
2758_01,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,446,P,0,1,0,0,0,0
2759_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,False,E,167,P,0,0,0,0,0,0
2760_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,G,438,S,0,0,0,0,0,0
2760_02,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,G,438,S,0,0,0,0,0,0
2760_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,438,S,0,0,0,0,0,0
2762_01,Earth,False,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,False,G,439,S,0,0,0,0,0,0
2762_02,Earth,False,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,False,G,439,S,0,0,0,0,0,0
2763_01,Earth,False,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,True,E,168,P,0,0,0,0,0,0
2764_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,True,E,189,S,0,0,0,0,0,0
2765_01,Mars,False,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,False,F,532,S,0,0,0,0,0,0
2768_01,Earth,False,TRAPPIST-1e,36.0,False,123.0,3.0,0.0,7.0,0.0,True,F,533,S,0,0,0,1,0,0
2768_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,442,S,0,0,0,0,0,0
2768_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False,G,442,S,0,0,0,0,0,0
2769_01,Earth,False,PSO J318.5-22,22.0,False,0.0,837.0,192.0,0.0,0.0,False,F,573,P,0,0,0,0,0,1
2770_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,False,G,443,S,0,0,0,0,0,0
2772_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,False,G,444,S,0,0,0,0,0,0
2773_01,Mars,False,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,False,D,94,S,0,0,0,0,0,0
2774_01,Earth,False,TRAPPIST-1e,29.0,False,3.0,0.0,3.0,0.0,697.0,False,F,575,P,0,0,0,0,0,0
2774_02,Earth,False,TRAPPIST-1e,17.0,False,0.0,1195.0,31.0,0.0,0.0,False,F,575,P,0,0,0,0,0,0
2774_03,Earth,False,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,False,F,575,P,0,0,0,0,0,0
2778_01,Mars,False,TRAPPIST-1e,35.0,False,2301.0,0.0,414.0,0.0,0.0,True,D,82,P,0,0,0,0,1,0
2778_02,Mars,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,F,576,P,0,1,0,0,0,0
2780_01,Earth,False,TRAPPIST-1e,24.0,False,14.0,702.0,0.0,0.0,0.0,False,F,578,P,0,0,0,0,0,0
2781_01,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,G,447,P,0,0,0,0,0,0
2783_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,D,83,P,0,0,0,0,0,0
2783_02,Europa,False,55 Cancri e,29.0,False,2.0,8.0,0.0,2864.0,155.0,False,D,83,P,0,0,0,0,0,0
2784_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,1661.0,52.0,8.0,True,G,448,P,0,0,0,0,0,0
2785_01,Europa,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,True,C,102,S,0,1,0,0,0,0
2786_01,Earth,False,PSO J318.5-22,53.0,False,0.0,1.0,0.0,195.0,493.0,True,E,190,S,0,0,0,0,0,0
2787_01,Earth,False,55 Cancri e,21.0,False,13.0,0.0,1098.0,64.0,1.0,False,F,535,S,0,0,1,0,0,0
2788_01,Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False,G,449,P,0,0,0,0,0,0
2789_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,G,450,P,0,0,0,0,0,0
2790_01,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,B,86,P,0,0,0,0,0,0
2790_02,Europa,False,55 Cancri e,41.0,False,0.0,320.0,4333.0,1313.0,51.0,False,B,86,P,0,0,0,0,0,0
2790_03,Europa,False,TRAPPIST-1e,29.0,False,3.0,933.0,0.0,674.0,731.0,False,B,86,P,0,0,0,0,0,0
2790_04,Europa,False,55 Cancri e,54.0,False,0.0,37.0,0.0,4689.0,0.0,False,B,86,P,0,0,0,0,0,0
2790_05,Europa,False,55 Cancri e,43.0,False,0.0,9923.0,660.0,10.0,266.0,True,B,86,P,0,0,0,0,0,0
2792_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,True,G,446,S,0,0,0,0,0,0
2793_01,Earth,False,TRAPPIST-1e,48.0,False,784.0,87.0,0.0,0.0,1.0,True,E,169,P,0,0,0,0,0,0
2795_01,Europa,False,TRAPPIST-1e,34.0,False,10.0,5659.0,15.0,3.0,0.0,True,C,103,S,0,0,0,0,0,0
2795_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,False,C,103,S,0,0,0,0,0,0
2796_01,Earth,False,55 Cancri e,17.0,False,0.0,0.0,0.0,863.0,0.0,False,F,536,S,0,0,0,0,0,0
2797_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1345.0,False,F,580,P,0,0,0,0,0,0
2798_01,Europa,False,TRAPPIST-1e,37.0,False,6.0,437.0,0.0,54.0,3030.0,False,A,23,P,0,0,0,1,0,0
2798_02,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,A,23,P,0,0,0,0,0,0
2799_01,Earth,False,TRAPPIST-1e,21.0,False,3.0,0.0,0.0,881.0,0.0,False,G,447,S,0,0,0,0,0,0
2799_02,Unknown,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True,G,447,S,0,0,0,0,0,0
2801_01,Europa,False,TRAPPIST-1e,27.0,False,1.0,767.0,0.0,13104.0,3657.0,False,B,87,P,0,0,0,0,0,0
2802_01,Earth,False,TRAPPIST-1e,23.0,False,18.0,2595.0,0.0,0.0,122.0,True,F,581,P,0,0,0,0,0,0
2805_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,366.0,268.0,0.0,False,F,582,P,0,0,0,0,0,0
2806_01,Mars,False,TRAPPIST-1e,28.0,False,948.0,0.0,64.0,170.0,0.0,False,D,95,S,0,0,0,0,0,0
2807_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,154.0,22.0,820.0,False,E,171,P,0,0,0,0,0,0
2807_02,Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,False,G,452,P,0,0,0,0,0,0
2807_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,452,P,0,0,0,0,0,0
2809_01,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,G,453,P,0,0,0,0,0,0
2810_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G,454,P,0,0,0,0,0,0
2811_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,871.0,False,F,537,S,0,0,0,0,0,0
2812_01,Mars,False,55 Cancri e,43.0,False,803.0,0.0,384.0,120.0,0.0,True,F,538,S,0,0,0,0,0,0
2813_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,G,449,S,0,0,0,0,0,0
2814_01,Unknown,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,455,P,0,0,0,0,0,0
2817_01,Unknown,False,TRAPPIST-1e,25.0,False,237.0,0.0,910.0,0.0,12.0,False,F,584,P,0,0,0,0,0,0
2818_01,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,585,P,0,0,0,0,0,0
2818_02,Mars,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,585,P,0,0,0,0,0,0
2818_03,Mars,False,TRAPPIST-1e,24.0,False,165.0,0.0,981.0,2.0,0.0,True,F,585,P,0,0,0,0,0,0
2819_01,Earth,False,TRAPPIST-1e,38.0,False,77.0,169.0,0.0,0.0,470.0,False,F,586,P,0,0,0,0,0,0
2820_01,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,G,457,P,0,0,0,0,0,0
2821_01,Earth,True,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,True,G,458,P,0,0,0,0,0,0
2822_01,Unknown,True,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,450,S,0,0,0,1,0,0
2822_02,Earth,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,False,G,450,S,0,0,0,0,0,1
2822_03,Earth,True,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,450,S,0,0,1,0,0,0
2822_04,Earth,True,Unknown,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,450,S,0,0,0,0,0,0
2822_05,Unknown,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,G,450,S,0,0,0,0,0,0
2823_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,587,P,0,0,0,0,0,0
2824_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,C,104,S,0,0,0,0,0,0
2825_01,Mars,False,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,F,539,S,0,0,0,0,0,0
2826_01,Europa,False,55 Cancri e,28.0,False,1581.0,213.0,0.0,18.0,3051.0,False,C,96,P,0,0,0,0,0,0
2826_02,Europa,False,TRAPPIST-1e,49.0,False,20.0,6807.0,174.0,3538.0,2473.0,False,C,96,P,0,0,0,0,0,0
2831_01,Europa,False,TRAPPIST-1e,23.0,False,0.0,824.0,0.0,495.0,1479.0,True,D,86,P,0,0,0,0,0,0
2831_02,Europa,False,TRAPPIST-1e,19.0,False,0.0,1.0,0.0,2085.0,55.0,False,D,86,P,0,0,0,0,0,0
2832_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,250.0,23.0,0.0,514.0,False,E,173,P,0,0,0,0,0,0
2834_01,Europa,False,TRAPPIST-1e,40.0,True,0.0,11.0,0.0,2205.0,1295.0,True,C,105,S,0,0,0,0,0,0
2835_01,Europa,False,55 Cancri e,26.0,True,0.0,186.0,0.0,548.0,5058.0,False,A,24,P,0,0,0,1,0,0
2837_01,Earth,False,PSO J318.5-22,23.0,False,0.0,0.0,0.0,3.0,1919.0,False,F,588,P,0,0,0,1,0,0
2838_01,Mars,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,E,174,P,0,0,0,0,0,0
2839_01,Europa,False,TRAPPIST-1e,51.0,False,1.0,3935.0,0.0,146.0,0.0,True,C,107,S,0,0,0,0,0,0
2840_01,Earth,False,55 Cancri e,44.0,False,672.0,0.0,0.0,0.0,20.0,False,F,540,S,0,0,0,0,0,0
2843_01,Mars,False,TRAPPIST-1e,50.0,False,357.0,0.0,657.0,0.0,0.0,False,E,175,P,0,0,0,0,0,0
2846_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,G,452,S,0,0,0,0,0,0
2847_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,G,464,P,0,0,0,0,0,0
2852_01,Earth,False,Unknown,21.0,False,33.0,126.0,0.0,461.0,0.0,False,G,465,P,0,0,0,0,0,0
2853_01,Earth,False,TRAPPIST-1e,20.0,False,56.0,757.0,111.0,0.0,0.0,True,F,544,S,0,0,0,0,0,0
2854_01,Earth,False,55 Cancri e,14.0,False,0.0,0.0,14.0,692.0,809.0,False,F,591,P,0,0,1,0,0,0
2856_01,Europa,False,55 Cancri e,38.0,False,0.0,896.0,0.0,0.0,4168.0,False,C,108,S,0,0,0,0,1,0
2857_01,Earth,False,PSO J318.5-22,29.0,False,631.0,0.0,0.0,40.0,0.0,False,F,545,S,0,0,1,0,0,0
2858_01,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,C,109,S,0,0,0,0,0,0
2858_02,Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,C,109,S,0,0,0,0,0,0
2858_03,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,C,109,S,0,0,1,0,0,0
2859_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,C,98,P,1,0,0,0,0,0
2860_01,Earth,False,PSO J318.5-22,18.0,False,154.0,22.0,77.0,1053.0,0.0,True,F,546,S,0,0,0,0,0,0
2861_01,Earth,False,TRAPPIST-1e,17.0,False,5.0,756.0,0.0,0.0,0.0,True,F,547,S,0,0,0,0,0,0
2862_01,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,E,193,S,0,0,0,0,0,0
2863_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,2.0,49.0,0.0,801.0,False,G,466,P,0,0,0,0,0,0
2865_01,Mars,False,TRAPPIST-1e,34.0,False,2904.0,23.0,7.0,0.0,81.0,False,D,88,P,0,0,0,0,0,0
2865_02,Mars,False,TRAPPIST-1e,53.0,False,520.0,0.0,442.0,0.0,0.0,True,D,88,P,0,0,0,0,0,0
2866_01,Europa,True,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,True,C,110,S,0,0,0,0,0,0
2867_01,Mars,False,TRAPPIST-1e,41.0,False,71.0,0.0,1617.0,31.0,0.0,False,D,89,P,0,0,0,0,0,0
2867_02,Mars,False,TRAPPIST-1e,51.0,False,819.0,4.0,92.0,38.0,0.0,False,E,176,P,0,0,0,0,0,0
2869_01,Earth,True,PSO J318.5-22,61.0,False,0.0,0.0,0.0,0.0,0.0,True,G,467,P,0,0,0,0,0,0
2870_01,Earth,False,TRAPPIST-1e,59.0,False,0.0,0.0,1.0,920.0,1.0,True,G,454,S,0,0,0,0,0,0
2871_01,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B,88,P,0,0,0,0,1,0
2871_02,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,B,88,P,0,0,0,0,0,0
2872_01,Earth,False,PSO J318.5-22,57.0,False,0.0,1431.0,0.0,30.0,337.0,True,G,455,S,0,0,0,0,0,0
2873_01,Mars,False,55 Cancri e,39.0,False,2127.0,0.0,23.0,0.0,0.0,False,E,194,S,0,0,1,0,0,0
2875_01,Europa,True,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,True,B,107,S,0,0,0,0,0,0
2876_01,Earth,False,TRAPPIST-1e,42.0,False,173.0,656.0,0.0,0.0,23.0,False,G,456,S,0,0,0,0,0,0
2877_01,Earth,False,TRAPPIST-1e,36.0,False,418.0,40.0,7.0,338.0,0.0,False,F,592,P,0,0,0,0,0,0
2878_01,Mars,False,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,True,F,593,P,0,0,0,0,0,0
2880_01,Earth,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,False,G,468,P,0,0,0,0,0,0
2881_01,Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,G,457,S,0,0,0,0,0,0
2882_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,G,458,S,0,0,0,0,0,0
2883_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,True,F,595,P,0,0,0,0,0,0
2884_01,Mars,False,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,0.0,0.0,False,D,90,P,0,0,0,0,1,0
2887_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,False,G,459,S,0,0,0,0,0,0
2888_01,Mars,False,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,False,F,597,P,0,0,0,0,0,0
2890_01,Europa,False,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,False,B,89,P,0,0,0,0,0,0
2890_02,Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,B,89,P,0,0,0,0,0,0
2891_01,Earth,False,TRAPPIST-1e,18.0,False,4.0,904.0,0.0,0.0,1.0,False,G,460,S,0,0,0,0,0,0
2892_01,Earth,False,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,469,P,0,0,0,0,0,0
2892_02,Earth,True,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,G,469,P,0,0,0,0,0,0
2892_03,Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,469,P,0,0,0,0,0,0
2892_04,Earth,False,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,False,F,598,P,0,0,0,0,0,0
2892_05,Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,G,469,P,0,0,0,0,0,0
2893_01,Earth,False,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,False,G,470,P,0,0,0,0,0,0
2894_01,Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,False,F,599,P,0,0,0,0,0,0
